user_id,name,city,segment,dietary_preference,veg_days,rfm_recency,rfm_frequency,rfm_monetary,order_count,avg_order_value,favourite_cuisines
U02374,Manan Sandal,Delhi,Premium,non-veg,[],3,10,919,13,589,"[""Continental"", ""North Indian""]"
U02375,Finn Chanda,Bangalore,Family,non-veg,"[5, 6]",6,17,857,12,734,"[""Desserts & Bakery"", ""Continental"", ""Mughlai""]"
U02376,Pavani De,Chennai,Occasional,non-veg,"[2, 5, 6]",13,2,574,4,337,"[""Desserts & Bakery"", ""Street Food"", ""Italian""]"
U02377,Tanish Sehgal,Jaipur,Family,none,[],6,15,1039,31,781,"[""North Indian"", ""Street Food"", ""South Indian""]"
U02378,Kala Vora,Chennai,Premium,none,[3],2,12,777,19,615,"[""Italian"", ""Chinese"", ""North Indian""]"
U02379,Zilmil Rana,Bangalore,Premium,none,[0],2,9,1065,24,613,"[""Chinese""]"
U02380,Wishi Sampath,Jaipur,Budget,veg,[2],1,14,311,27,226,"[""Continental"", ""Street Food"", ""South Indian""]"
U02381,Vrishti Saha,Bangalore,Occasional,none,"[0, 1, 6]",30,2,339,7,433,"[""South Indian""]"
U02382,Maanas Tiwari,Kolkata,Health,none,[],8,8,579,20,420,"[""Chinese""]"
U02383,Vedhika Shankar,Ahmedabad,Family,veg,"[2, 6]",5,10,661,20,511,"[""Continental"", ""Desserts & Bakery""]"
U02384,Yochana Wadhwa,Delhi,Budget,none,"[0, 6]",5,17,243,27,214,"[""Cafe""]"
U02385,Simon Shah,Bangalore,Family,none,"[0, 5]",7,13,1256,25,525,"[""Cafe"", ""North Indian"", ""Chinese""]"
U02386,Bachittar Dugar,Chennai,Budget,veg,[0],3,27,347,33,200,"[""Chinese""]"
U02387,Jagat Rege,Bangalore,Budget,veg,[3],6,25,298,16,191,"[""Street Food""]"
U02388,Jai Pingle,Delhi,Family,veg,[],3,18,632,15,1109,"[""North Indian""]"
U02389,Banjeet Virk,Hyderabad,Health,vegan,[],7,13,442,13,518,"[""Biryani"", ""Italian""]"
U02390,Jacob Prabhu,Ahmedabad,Budget,none,[],9,17,279,20,217,"[""South Indian"", ""Chinese""]"
U02391,Kavya Mitter,Delhi,Budget,veg,[],5,17,222,49,296,"[""South Indian"", ""Street Food"", ""North Indian""]"
U02392,Vedika Bala,Mumbai,Family,veg,[],6,9,1220,32,1134,"[""Biryani""]"
U02393,Lucky Sama,Kolkata,Family,non-veg,"[3, 5, 6]",6,16,1052,23,993,"[""Mughlai"", ""Street Food"", ""Continental""]"
U02394,Dalaja Mander,Bangalore,Occasional,veg,[1],23,3,514,3,425,"[""Street Food""]"
U02395,Qadim Suresh,Hyderabad,Budget,none,[],1,17,299,28,234,"[""Italian""]"
U02396,Jason Palla,Ahmedabad,Budget,none,[],5,10,332,35,274,"[""Continental""]"
U02397,Chaitanya Sahni,Bangalore,Budget,none,[],1,24,274,41,273,"[""Street Food"", ""Chinese""]"
U02398,Dayita Sethi,Delhi,Occasional,veg,[],43,3,228,3,478,"[""South Indian"", ""Mughlai""]"
U02399,Krishna Soman,Delhi,Budget,non-veg,[],1,23,290,16,243,"[""Biryani"", ""Cafe""]"
U02400,Lakshit Thaman,Mumbai,Budget,veg,[3],6,17,232,31,287,"[""Street Food""]"
U02401,Shivani Sen,Chennai,Premium,non-veg,[3],3,13,698,17,970,"[""Cafe"", ""Mughlai"", ""Desserts & Bakery""]"
U02402,Eshana Chakraborty,Chennai,Budget,non-veg,"[2, 3, 4]",7,18,237,17,178,"[""Cafe""]"
U02403,Lila Kaul,Chennai,Budget,none,[],2,19,348,46,279,"[""Cafe"", ""Street Food""]"
U02404,Harinakshi Zachariah,Delhi,Family,veg,[],1,11,920,19,1119,"[""North Indian"", ""Mughlai""]"
U02405,Saanvi Mall,Delhi,Premium,non-veg,[],2,11,756,23,842,"[""South Indian"", ""Mughlai""]"
U02406,Noah Bakshi,Ahmedabad,Premium,veg,[],3,8,890,19,748,"[""North Indian"", ""Chinese"", ""Mughlai""]"
U02407,Jatin Chada,Kolkata,Budget,non-veg,[],5,25,202,38,208,"[""Chinese"", ""Street Food""]"
U02408,Chatresh Vig,Delhi,Premium,veg,[3],3,18,1075,28,857,"[""Desserts & Bakery"", ""Mughlai""]"
U02409,Vamakshi Thakkar,Delhi,Premium,veg,"[0, 3]",5,11,532,11,818,"[""Cafe"", ""Desserts & Bakery""]"
U02410,Jai Wali,Hyderabad,Family,none,"[4, 6]",5,11,1107,21,1071,"[""South Indian"", ""North Indian""]"
U02411,Anirudh Maharaj,Bangalore,Budget,none,"[5, 6]",2,19,283,33,159,"[""Desserts & Bakery"", ""Street Food""]"
U02412,Yatan Sawhney,Delhi,Family,veg,[],1,10,1329,21,1040,"[""Biryani""]"
U02413,Ekani Ratti,Ahmedabad,Family,veg,[],8,12,1028,18,701,"[""Biryani"", ""Mughlai"", ""Chinese""]"
U02414,Vyanjana Bajaj,Delhi,Occasional,none,[],28,2,540,2,412,"[""Chinese"", ""Desserts & Bakery"", ""Continental""]"
U02415,Rajeshri Gole,Bangalore,Family,none,[],6,17,736,22,619,"[""Continental"", ""South Indian"", ""Italian""]"
U02416,Arjun Wable,Mumbai,Premium,non-veg,"[1, 3, 6]",4,9,769,11,850,"[""Continental"", ""Chinese""]"
U02417,Lavanya Kurian,Bangalore,Budget,non-veg,[],4,23,167,27,265,"[""Cafe"", ""South Indian"", ""Chinese""]"
U02418,Ishwar Chaudhary,Mumbai,Health,none,[],10,11,612,10,360,"[""South Indian"", ""Continental""]"
U02419,Bhavika Dhawan,Mumbai,Budget,none,"[0, 2, 6]",2,21,221,39,280,"[""Desserts & Bakery"", ""North Indian""]"
U02420,Aadhya Chakraborty,Bangalore,Occasional,none,[],12,2,494,2,276,"[""Italian""]"
U02421,Damyanti Reddy,Delhi,Occasional,non-veg,[0],21,4,405,1,360,"[""Biryani""]"
U02422,Daniel Nanda,Jaipur,Budget,none,[2],5,25,345,36,266,"[""North Indian"", ""Chinese""]"
U02423,Avi Bhardwaj,Delhi,Premium,veg,[2],2,14,1141,32,585,"[""Chinese"", ""South Indian""]"
U02424,Madhavi Chaudhary,Mumbai,Budget,non-veg,"[0, 2, 6]",2,11,190,45,161,"[""Mughlai"", ""Street Food""]"
U02425,Lucky Sachar,Pune,Health,non-veg,"[1, 3]",12,8,676,18,346,"[""Street Food"", ""Continental"", ""Desserts & Bakery""]"
U02426,Aarna Prashad,Kolkata,Budget,veg,"[1, 5]",6,18,233,37,234,"[""Continental""]"
U02427,Charles Jain,Ahmedabad,Budget,non-veg,[],4,15,321,33,217,"[""Continental"", ""Biryani""]"
U02428,Warjas Tailor,Ahmedabad,Occasional,veg,[0],31,4,223,7,250,"[""Cafe""]"
U02429,Ishwar Luthra,Delhi,Premium,veg,[],3,12,944,21,665,"[""Desserts & Bakery""]"
U02430,Eesha Shetty,Chennai,Budget,veg,[],1,24,207,18,293,"[""Continental""]"
U02431,Dominic Sule,Chennai,Premium,non-veg,[],1,12,1196,29,751,"[""North Indian"", ""Biryani"", ""Desserts & Bakery""]"
U02432,Nikita Kaur,Mumbai,Budget,non-veg,[4],2,14,225,38,185,"[""Desserts & Bakery"", ""North Indian"", ""Street Food""]"
U02433,Amruta Chaudhuri,Bangalore,Family,non-veg,[],9,19,737,13,527,"[""Street Food""]"
U02434,Jeremiah Modi,Bangalore,Budget,non-veg,[],1,16,274,19,258,"[""Desserts & Bakery"", ""Street Food""]"
U02435,Sanaya Chacko,Kolkata,Occasional,non-veg,[],42,1,581,6,470,"[""Chinese"", ""Biryani""]"
U02436,Lucky Prakash,Jaipur,Budget,veg,[],7,17,246,23,208,"[""Italian"", ""Continental"", ""Biryani""]"
U02437,Yatan Yogi,Delhi,Family,non-veg,[],5,19,993,21,672,"[""North Indian""]"
U02438,Siya Barman,Hyderabad,Budget,non-veg,[0],1,21,163,48,225,"[""Italian"", ""South Indian""]"
U02439,Ucchal Mann,Bangalore,Family,non-veg,[],4,8,857,22,1188,"[""Italian""]"
U02440,Aadi Bhasin,Mumbai,Family,non-veg,[2],9,15,1024,34,925,"[""Mughlai"", ""Cafe"", ""Italian""]"
U02441,Anjali Krishna,Delhi,Family,non-veg,[],2,10,1239,26,971,"[""Continental"", ""Street Food"", ""North Indian""]"
U02442,Indali Kala,Jaipur,Occasional,veg,[4],31,4,254,5,294,"[""South Indian"", ""Italian""]"
U02443,Chakradev Edwin,Pune,Family,non-veg,[],8,18,677,33,968,"[""Chinese"", ""Mughlai""]"
U02444,Charita Chakraborty,Chennai,Occasional,veg,[],14,4,518,4,325,"[""Mughlai"", ""Street Food"", ""Cafe""]"
U02445,Jason Dey,Bangalore,Family,veg,"[0, 3, 4]",1,19,1001,15,719,"[""Chinese"", ""Cafe"", ""Mughlai""]"
U02446,Rachana Kade,Kolkata,Budget,veg,[3],5,28,269,44,204,"[""Biryani"", ""Street Food""]"
U02447,Hema Lal,Delhi,Occasional,veg,[],34,1,343,5,484,"[""Street Food"", ""Mughlai"", ""Chinese""]"
U02448,Anjali Korpal,Chennai,Family,veg,[],6,8,880,12,1068,"[""Italian"", ""North Indian"", ""Chinese""]"
U02449,Harita Kade,Pune,Budget,veg,"[1, 5]",5,18,256,42,193,"[""Desserts & Bakery"", ""Street Food"", ""Biryani""]"
U02450,Falguni Babu,Delhi,Occasional,veg,[4],39,2,572,2,423,"[""Chinese"", ""Biryani""]"
U02451,Aarnav Soni,Hyderabad,Budget,non-veg,[],1,23,207,24,217,"[""Chinese"", ""North Indian""]"
U02452,Aditya Ghose,Ahmedabad,Occasional,veg,[],20,4,465,4,277,"[""Mughlai""]"
U02453,Vrinda Ramaswamy,Chennai,Budget,non-veg,"[1, 3]",6,20,159,23,281,"[""Chinese"", ""Desserts & Bakery"", ""North Indian""]"
U02454,Faras Yohannan,Chennai,Premium,none,"[0, 2, 6]",4,17,690,12,661,"[""Chinese""]"
U02455,Sai Dasgupta,Mumbai,Budget,non-veg,[],8,14,150,29,242,"[""Cafe"", ""Street Food"", ""Continental""]"
U02456,Krisha Parmar,Mumbai,Budget,non-veg,"[1, 6]",8,20,233,34,253,"[""Chinese""]"
U02457,Peter Anand,Mumbai,Occasional,veg,[3],24,2,343,4,348,"[""Italian""]"
U02458,Turvi Prabhakar,Delhi,Premium,veg,"[4, 5, 6]",3,18,948,34,641,"[""Continental"", ""Chinese"", ""Cafe""]"
U02459,Sai Andra,Delhi,Family,veg,[],7,12,548,20,811,"[""North Indian"", ""South Indian""]"
U02460,Anmol Mand,Chennai,Budget,none,[],1,13,311,42,161,"[""Desserts & Bakery""]"
U02461,Rehaan Chana,Mumbai,Health,non-veg,[],5,5,574,15,328,"[""Cafe"", ""Continental"", ""South Indian""]"
U02462,Timothy Kaur,Delhi,Budget,none,[2],2,15,312,22,240,"[""Italian"", ""Continental"", ""Chinese""]"
U02463,Janani Bansal,Bangalore,Budget,veg,"[2, 5]",6,19,264,21,244,"[""Italian""]"
U02464,Waida Kadakia,Delhi,Budget,non-veg,[],6,18,310,29,233,"[""Continental"", ""Street Food""]"
U02465,Rohan Randhawa,Bangalore,Occasional,non-veg,[2],24,1,448,2,332,"[""North Indian""]"
U02466,Arunima Tella,Kolkata,Occasional,none,"[0, 1]",36,2,264,3,232,"[""South Indian"", ""Biryani""]"
U02467,Onkar Hari,Pune,Occasional,none,[],27,1,279,3,472,"[""Street Food"", ""Cafe""]"
U02468,Dhruv Dave,Ahmedabad,Budget,veg,"[0, 3]",4,17,246,17,246,"[""Biryani""]"
U02469,Joshua Lad,Chennai,Occasional,non-veg,[4],37,3,470,7,228,"[""Continental""]"
U02470,Anusha Handa,Chennai,Health,veg,[],2,7,668,9,530,"[""Desserts & Bakery"", ""Chinese"", ""Biryani""]"
U02471,Zayyan Setty,Delhi,Budget,veg,"[3, 4]",1,12,285,37,235,"[""Biryani"", ""Cafe"", ""Mughlai""]"
U02472,Prisha Ben,Delhi,Family,non-veg,"[0, 1, 2]",9,11,507,26,1028,"[""Chinese"", ""Street Food"", ""South Indian""]"
U02473,Rachana Ray,Bangalore,Family,veg,"[0, 3, 6]",2,9,1225,31,871,"[""Street Food"", ""South Indian""]"
U02474,Jairaj Vasa,Jaipur,Family,non-veg,"[2, 5]",6,13,1121,37,650,"[""South Indian"", ""Street Food"", ""Desserts & Bakery""]"
U02475,Warhi Pathak,Mumbai,Budget,non-veg,[5],3,29,169,41,164,"[""Mughlai"", ""Chinese"", ""Italian""]"
U02476,Udarsh Batta,Pune,Occasional,veg,[4],43,3,429,4,439,"[""North Indian"", ""Desserts & Bakery""]"
U02477,Osha Walia,Mumbai,Family,veg,"[0, 1, 3]",2,9,746,12,805,"[""Mughlai""]"
U02478,Diya Ahluwalia,Ahmedabad,Family,none,"[0, 1]",1,18,956,18,1119,"[""Desserts & Bakery"", ""Chinese""]"
U02479,Robert Natt,Mumbai,Budget,non-veg,[1],4,28,288,32,189,"[""Chinese""]"
U02480,Aryan Kara,Delhi,Premium,none,"[2, 5]",1,12,644,20,880,"[""Biryani"", ""North Indian""]"
U02481,Falan Krish,Kolkata,Health,none,[0],13,11,446,20,412,"[""Mughlai"", ""Biryani"", ""North Indian""]"
U02482,Nitesh Narayan,Kolkata,Budget,non-veg,"[0, 2, 3]",4,15,313,40,229,"[""Street Food"", ""Biryani"", ""Mughlai""]"
U02483,Dev Chatterjee,Pune,Premium,veg,[],2,16,520,14,841,"[""Mughlai""]"
U02484,Varsha Sankaran,Hyderabad,Budget,non-veg,[6],3,26,288,49,274,"[""North Indian"", ""Mughlai""]"
U02485,Gaurika Krishna,Hyderabad,Occasional,veg,[3],24,4,249,7,489,"[""Chinese"", ""Continental""]"
U02486,Hritik Solanki,Delhi,Family,non-veg,"[3, 6]",1,18,550,22,637,"[""Mughlai""]"
U02487,Harini Bhagat,Mumbai,Health,non-veg,[],2,13,330,17,513,"[""Cafe""]"
U02488,Zinal Khalsa,Chennai,Budget,none,"[2, 5]",5,11,224,16,223,"[""Desserts & Bakery"", ""South Indian"", ""North Indian""]"
U02489,Reva Chandran,Mumbai,Premium,none,[],5,17,1121,12,881,"[""North Indian""]"
U02490,Jeet Chada,Chennai,Occasional,non-veg,[],28,1,566,7,388,"[""Biryani"", ""Cafe""]"
U02491,Bahadurjit Purohit,Jaipur,Occasional,none,[0],37,4,453,5,302,"[""Continental"", ""Biryani""]"
U02492,Dhruv Datta,Hyderabad,Occasional,non-veg,"[4, 5]",29,2,448,3,356,"[""Cafe"", ""Street Food"", ""Continental""]"
U02493,Riya Bhakta,Pune,Family,non-veg,[],8,10,640,36,969,"[""Biryani"", ""Desserts & Bakery""]"
U02494,Rachana Bhatti,Chennai,Occasional,non-veg,[],20,2,402,5,205,"[""Cafe""]"
U02495,Daksh Ben,Bangalore,Premium,non-veg,"[1, 2, 3]",1,10,826,19,520,"[""Chinese"", ""North Indian"", ""Desserts & Bakery""]"
U02496,Lakshmi Ratti,Kolkata,Premium,veg,[],3,9,848,29,619,"[""Mughlai""]"
U02497,Nirja Kaul,Pune,Occasional,veg,"[2, 3]",24,2,448,7,319,"[""South Indian""]"
U02498,Sudiksha Rajagopalan,Delhi,Budget,non-veg,[],2,14,249,45,207,"[""Continental"", ""Mughlai"", ""Street Food""]"
U02499,Priya Chaudhuri,Pune,Health,veg,"[0, 1, 3]",3,13,684,12,313,"[""Cafe""]"
U02500,Atharv Setty,Ahmedabad,Occasional,none,[],19,1,377,3,342,"[""Italian"", ""Biryani"", ""Street Food""]"
U02501,Reyansh Chokshi,Mumbai,Occasional,non-veg,[],40,3,250,5,373,"[""North Indian"", ""Desserts & Bakery""]"
U02502,Advik Bir,Hyderabad,Budget,veg,"[2, 3]",3,17,321,33,205,"[""Chinese"", ""Biryani""]"
U02503,Jonathan Upadhyay,Mumbai,Budget,non-veg,"[2, 3]",9,23,310,28,218,"[""South Indian""]"
U02504,Isha Sama,Bangalore,Budget,none,"[1, 2]",3,18,238,30,209,"[""Continental"", ""North Indian"", ""Street Food""]"
U02505,Sai Grewal,Pune,Occasional,non-veg,[],19,4,590,2,455,"[""Desserts & Bakery"", ""Mughlai"", ""Cafe""]"
U02506,Laksh Basu,Delhi,Family,veg,[],8,14,560,23,1190,"[""South Indian"", ""Biryani"", ""Chinese""]"
U02507,Joshua Muni,Mumbai,Health,veg,"[0, 1, 4]",4,7,492,19,367,"[""Italian"", ""South Indian""]"
U02508,Yochana Parmar,Mumbai,Family,non-veg,[],4,15,1435,37,694,"[""Continental""]"
U02509,Madhav Din,Hyderabad,Premium,veg,"[5, 6]",1,16,940,20,586,"[""Italian""]"
U02510,Dayamai Oza,Delhi,Family,non-veg,[],6,17,1243,20,846,"[""North Indian"", ""Cafe"", ""Biryani""]"
U02511,Jyoti Anand,Bangalore,Family,non-veg,"[0, 5, 6]",1,19,1455,14,896,"[""North Indian""]"
U02512,Dakshesh Khanna,Hyderabad,Health,non-veg,[],4,5,562,9,363,"[""Biryani""]"
U02513,Pahal Padmanabhan,Bangalore,Premium,non-veg,[],4,18,1020,20,794,"[""Chinese"", ""Italian"", ""Desserts & Bakery""]"
U02514,Sai Jaggi,Delhi,Family,veg,[5],1,18,803,35,833,"[""Cafe"", ""Desserts & Bakery"", ""Street Food""]"
U02515,Harita Gulati,Bangalore,Occasional,non-veg,[],15,2,247,6,225,"[""Cafe"", ""Biryani"", ""South Indian""]"
U02516,Unni Narula,Delhi,Family,non-veg,"[2, 4]",5,13,702,22,619,"[""Street Food"", ""Italian""]"
U02517,Chandani Sahota,Pune,Health,veg,[],12,10,471,15,513,"[""Continental""]"
U02518,Nicholas Cheema,Delhi,Family,non-veg,[3],2,10,1151,26,632,"[""Italian"", ""Continental"", ""Chinese""]"
U02519,Brijesh Tandon,Chennai,Occasional,veg,[],39,2,536,1,249,"[""Cafe"", ""Italian"", ""Continental""]"
U02520,Aarush Kapoor,Pune,Health,veg,[],2,8,392,8,392,"[""Biryani"", ""Cafe"", ""North Indian""]"
U02521,Unnati Kala,Delhi,Premium,veg,[],5,10,594,30,764,"[""Chinese"", ""Italian""]"
U02522,Vasana Narula,Delhi,Health,veg,[],3,9,368,13,535,"[""Chinese"", ""Street Food""]"
U02523,Samesh Ratta,Hyderabad,Budget,veg,[6],1,22,150,49,252,"[""Biryani"", ""Italian""]"
U02524,Abeer Patil,Delhi,Budget,veg,[],6,18,275,32,153,"[""North Indian"", ""Chinese"", ""Continental""]"
U02525,Ethan Parmar,Bangalore,Health,vegan,"[1, 4, 6]",10,10,484,8,536,"[""Desserts & Bakery"", ""Italian"", ""Biryani""]"
U02526,Ishwar Dhar,Hyderabad,Budget,non-veg,[0],2,27,323,45,265,"[""Desserts & Bakery"", ""Street Food""]"
U02527,Ria Hayer,Mumbai,Family,non-veg,[6],6,15,1442,16,855,"[""Mughlai"", ""Street Food"", ""Continental""]"
U02528,Caleb Balan,Chennai,Budget,non-veg,"[3, 4]",4,17,209,21,204,"[""Continental"", ""Chinese""]"
U02529,Rudra Mander,Bangalore,Premium,veg,[3],5,12,1183,32,661,"[""North Indian"", ""Mughlai""]"
U02530,Theodore Lala,Chennai,Premium,veg,[4],3,17,872,11,946,"[""Continental""]"
U02531,Harinakshi Korpal,Delhi,Family,veg,[],9,12,1406,26,810,"[""South Indian"", ""Chinese""]"
U02532,Rohan Bains,Kolkata,Budget,non-veg,"[3, 5]",7,12,306,15,295,"[""Biryani""]"
U02533,Adweta Chaudhuri,Hyderabad,Budget,veg,"[1, 4]",4,22,251,47,250,"[""Biryani"", ""Italian""]"
U02534,Laksh Raghavan,Ahmedabad,Occasional,none,[],22,4,464,2,366,"[""South Indian"", ""Cafe""]"
U02535,Hamsini Kade,Pune,Budget,veg,[3],6,29,216,15,229,"[""Chinese"", ""Street Food""]"
U02536,Tanmayi Khatri,Chennai,Budget,veg,[2],8,14,220,37,153,"[""Desserts & Bakery"", ""Chinese""]"
U02537,Kashish Garg,Pune,Budget,veg,"[0, 3, 6]",8,28,170,27,252,"[""Chinese"", ""Desserts & Bakery"", ""Italian""]"
U02538,Dhruv Dani,Bangalore,Family,veg,[],6,15,743,36,1100,"[""Mughlai"", ""Continental""]"
U02539,Kalpit Gupta,Mumbai,Premium,non-veg,[],5,10,889,33,544,"[""Mughlai"", ""Desserts & Bakery"", ""Italian""]"
U02540,Kritika Prasad,Kolkata,Family,none,[],5,9,1445,35,731,"[""Street Food"", ""South Indian"", ""Biryani""]"
U02541,Pushti Konda,Delhi,Occasional,non-veg,[],32,3,511,2,261,"[""Biryani""]"
U02542,Ranbir Wason,Chennai,Occasional,non-veg,"[4, 6]",10,4,265,7,398,"[""Mughlai"", ""Chinese""]"
U02543,Manthan Narang,Delhi,Occasional,veg,"[4, 6]",24,2,263,6,254,"[""Continental""]"
U02544,Chatresh Mammen,Delhi,Health,non-veg,[5],7,14,482,22,362,"[""Biryani"", ""Mughlai""]"
U02545,Yashoda Suresh,Mumbai,Occasional,none,[4],18,3,257,5,334,"[""Chinese""]"
U02546,Finn Singhal,Chennai,Budget,none,[],6,26,228,35,199,"[""Chinese"", ""Italian""]"
U02547,Oliver Trivedi,Mumbai,Family,non-veg,[],7,9,633,16,968,"[""Street Food"", ""Chinese""]"
U02548,Yashodhara Prasad,Chennai,Budget,non-veg,"[0, 1]",2,10,217,20,247,"[""Italian"", ""South Indian""]"
U02549,Zilmil Shetty,Hyderabad,Occasional,none,[],16,1,469,1,282,"[""Desserts & Bakery"", ""South Indian""]"
U02550,Ekanta Prakash,Bangalore,Budget,veg,[6],8,13,293,39,218,"[""Cafe"", ""Biryani""]"
U02551,Warda Som,Chennai,Occasional,non-veg,[3],14,1,254,3,458,"[""South Indian"", ""Cafe""]"
U02552,Nandini Bansal,Mumbai,Budget,none,[],6,23,166,33,297,"[""Street Food"", ""Chinese""]"
U02553,Theodore Jain,Hyderabad,Budget,veg,[],4,16,301,21,185,"[""Italian""]"
U02554,Wahab Randhawa,Hyderabad,Occasional,veg,[],18,1,321,6,273,"[""Chinese"", ""Continental"", ""Desserts & Bakery""]"
U02555,Damini Sandal,Delhi,Family,none,[],5,10,835,35,849,"[""Continental"", ""South Indian"", ""Street Food""]"
U02556,Naksh Prasad,Delhi,Family,veg,[1],5,16,746,17,743,"[""Mughlai"", ""Desserts & Bakery""]"
U02557,Frado Desai,Bangalore,Premium,veg,"[1, 6]",5,5,817,16,930,"[""Biryani"", ""North Indian""]"
U02558,Chakrika Saxena,Kolkata,Budget,non-veg,[],9,22,327,46,290,"[""Mughlai""]"
U02559,Victor Barman,Mumbai,Family,none,[],9,12,1348,33,1094,"[""Chinese"", ""South Indian""]"
U02560,Yauvani Nayar,Delhi,Family,veg,[6],2,10,1165,36,1029,"[""Chinese"", ""Mughlai""]"
U02561,Shravya Sibal,Delhi,Budget,non-veg,[],3,13,254,15,284,"[""South Indian"", ""Continental"", ""Desserts & Bakery""]"
U02562,Nilima Pillai,Mumbai,Health,none,[1],9,13,333,8,553,"[""Street Food"", ""Biryani"", ""North Indian""]"
U02563,Edhitha Mahajan,Bangalore,Family,veg,[],5,11,877,14,948,"[""Chinese"", ""Italian""]"
U02564,Aryan Gola,Mumbai,Budget,non-veg,[1],2,28,321,16,210,"[""Italian"", ""Street Food""]"
U02565,Vivaan Lanka,Chennai,Occasional,none,[],19,1,252,5,499,"[""Desserts & Bakery"", ""Italian"", ""Chinese""]"
U02566,Jagrati Butala,Ahmedabad,Occasional,non-veg,"[0, 3, 6]",11,2,374,6,357,"[""Italian"", ""Desserts & Bakery""]"
U02567,Yachana Varghese,Chennai,Occasional,non-veg,[],27,1,330,4,379,"[""South Indian"", ""North Indian"", ""Street Food""]"
U02568,Aradhana Kari,Delhi,Budget,non-veg,[],2,24,174,43,270,"[""Chinese"", ""South Indian""]"
U02569,Jagat Bora,Mumbai,Budget,non-veg,[5],7,14,323,30,277,"[""North Indian"", ""Desserts & Bakery""]"
U02570,Balvan Iyer,Pune,Budget,none,[3],7,27,214,17,281,"[""Continental"", ""Cafe""]"
U02571,Ronith Narayan,Kolkata,Family,non-veg,[],6,12,1028,23,779,"[""Street Food""]"
U02572,Chasmum Maharaj,Hyderabad,Occasional,veg,[],41,1,387,2,428,"[""Chinese"", ""Italian""]"
U02573,Lakshit Lal,Ahmedabad,Health,none,[],2,9,380,21,430,"[""Street Food""]"
U02574,Chandani Manda,Hyderabad,Budget,veg,[],2,23,212,38,166,"[""North Indian"", ""Italian""]"
U02575,Netra Ravi,Mumbai,Premium,non-veg,[1],6,17,718,27,561,"[""Chinese"", ""North Indian"", ""Street Food""]"
U02576,Urmi Vala,Kolkata,Premium,non-veg,[6],5,18,1181,16,688,"[""North Indian"", ""Mughlai""]"
U02577,Mitali Kari,Bangalore,Health,none,[],13,12,666,15,495,"[""Chinese"", ""South Indian"", ""Mughlai""]"
U02578,Shaurya Som,Bangalore,Budget,veg,[5],5,12,235,16,162,"[""Italian"", ""Street Food"", ""Continental""]"
U02579,Zaitra Sidhu,Delhi,Occasional,veg,[1],27,1,572,1,339,"[""Mughlai"", ""Cafe"", ""Continental""]"
U02580,Harini Chada,Bangalore,Budget,non-veg,[],4,17,293,48,157,"[""Mughlai""]"
U02581,Raghav Sanghvi,Chennai,Budget,non-veg,[],9,14,224,17,165,"[""Continental"", ""South Indian"", ""Biryani""]"
U02582,Shaurya Sarna,Chennai,Occasional,veg,[],31,1,266,7,398,"[""Continental"", ""Street Food""]"
U02583,Ayushman Prasad,Delhi,Budget,veg,[],2,24,220,35,180,"[""North Indian"", ""Cafe""]"
U02584,Kabir Mody,Kolkata,Budget,non-veg,[],3,26,315,44,156,"[""Italian"", ""Street Food"", ""Mughlai""]"
U02585,Xalak Pant,Bangalore,Family,non-veg,[6],3,16,712,27,1113,"[""Chinese""]"
U02586,Umang Saini,Hyderabad,Budget,none,[4],1,29,166,44,274,"[""Continental"", ""Cafe"", ""Street Food""]"
U02587,Netra Yogi,Mumbai,Occasional,veg,"[0, 2, 6]",17,2,314,2,234,"[""Street Food"", ""Mughlai"", ""Italian""]"
U02588,Eshana Bajaj,Mumbai,Occasional,non-veg,[0],33,1,345,6,423,"[""Mughlai"", ""Italian"", ""Biryani""]"
U02589,Liam Dube,Mumbai,Family,veg,[],5,16,592,16,568,"[""Cafe"", ""Italian""]"
U02590,Mahika Raj,Hyderabad,Health,none,[3],9,12,471,12,465,"[""Chinese"", ""Mughlai"", ""Desserts & Bakery""]"
U02591,Mahika Bhatt,Mumbai,Premium,non-veg,[],6,14,909,13,775,"[""Biryani"", ""Desserts & Bakery""]"
U02592,Raghav Soman,Mumbai,Budget,veg,[4],3,24,182,22,295,"[""Street Food"", ""Continental"", ""Biryani""]"
U02593,Falguni Seth,Chennai,Health,veg,"[3, 4]",13,14,538,18,572,"[""Italian"", ""North Indian"", ""Biryani""]"
U02594,Girik Garg,Bangalore,Occasional,veg,[2],12,1,359,2,320,"[""Street Food"", ""North Indian""]"
U02595,Peter Balay,Mumbai,Occasional,veg,[],13,4,316,2,373,"[""Street Food""]"
U02596,Avi Grover,Jaipur,Budget,non-veg,[],8,21,179,45,164,"[""Street Food"", ""Desserts & Bakery""]"
U02597,Ekaraj Raju,Mumbai,Family,non-veg,[6],2,13,657,36,1158,"[""Continental"", ""South Indian""]"
U02598,Samesh Kaul,Delhi,Budget,non-veg,"[2, 3, 4]",7,20,187,21,237,"[""Continental"", ""Cafe"", ""Desserts & Bakery""]"
U02599,Ekaraj Sha,Delhi,Occasional,non-veg,[6],18,3,248,6,227,"[""Italian"", ""North Indian"", ""Desserts & Bakery""]"
U02600,Jyoti Vasa,Pune,Health,vegan,[0],6,10,302,20,342,"[""Mughlai""]"
U02601,Onveer Narain,Bangalore,Budget,non-veg,[6],1,22,203,27,248,"[""Mughlai""]"
